expense_id,trip_id,trip,reason,expense_date,expense_type,product,currency,exchange_rate,amount_original,amount_lps,amount_usd,lender_traveler_id,debtor_traveler_id,is_shared_expense
E0184,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,BunRoll Sausage & Cheddar,$,26.42,4.99,131.8358,4.99,P002,P002,False
E0185,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Turkey & Swiss Ciabatta,$,26.42,6.25,165.125,6.25,P002,P004,False
E0186,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Chicken Chipotle Ciabatta,$,26.42,5.95,157.199,5.95,P002,P003,False
E0187,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Fresh Ground Strawberry Acai Lemonade,$,26.42,4.55,120.211,4.55,P002,P003,False
E0188,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Duo Lunch Espresso,$,26.42,4.38,115.7196,4.38,P002,P005,False
E0189,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Duo Lunch Espresso,$,26.42,4.38,115.7196,4.38,P002,P001,False
E0190,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Iced Grande Café Latte,$,26.42,0.25,6.605,0.25,P002,P005,False
E0191,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Iced Grande Café Latte,$,26.42,0.25,6.605,0.25,P002,P001,False
E0192,T001,ESV Shakira 2026,Starbucks,2026-02-08,Restaurantes,Extra Jarabe Caramelo,$,26.42,0.5,13.21,0.5,P002,,True
E0193,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,Alquiler de Zapatos,$,26.42,5.0,132.10000000000002,5.0,P002,,True
E0194,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,Big Mess Nachos,$,26.42,7.0,184.94,7.0,P002,,True
E0195,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,Pichel Fanta 1500 ml,$,26.42,4.0,105.68,4.0,P002,,True
E0196,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,"Pizza 16"" Pepperoni",$,26.42,17.0,449.14,17.0,P002,,True
E0197,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,Hora de Boliche,$,26.42,19.2,507.264,19.2,P002,,True
E0198,T001,ESV Shakira 2026,Galaxy Bowling,2026-02-08,Entretenimiento,Propina,$,26.42,2.8,73.976,2.8,P002,,True
E0199,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Entrada,$,26.42,10.0,264.20000000000005,10.0,P002,,True
E0200,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Agua,$,26.42,1.1,29.062000000000005,1.1,P002,P002,False
E0201,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Agua,$,26.42,1.1,29.062000000000005,1.1,P002,P004,False
E0202,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Agua,$,26.42,1.1,29.062000000000005,1.1,P002,P003,False
E0203,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Agua,$,26.42,1.1,29.062000000000005,1.1,P002,P005,False
E0204,T001,ESV Shakira 2026,El Boqueron,2026-02-08,Entretenimiento,Frozen,$,26.42,5.8,153.23600000000002,5.8,P002,P001,False
E0205,T001,ESV Shakira 2026,Combustible,2026-02-08,Combustible,Combustible,$,26.42,54.02,1427.2084000000002,54.02,P002,,True
E0206,T001,ESV Shakira 2026,McDonalds,2026-02-08,Restaurantes,McNuggets Mediano,$,26.42,6.0,158.52,6.0,P002,P002,False
E0207,T001,ESV Shakira 2026,McDonalds,2026-02-08,Restaurantes,McNuggets Mediano,$,26.42,6.0,158.52,6.0,P002,P003,False
E0208,T001,ESV Shakira 2026,McDonalds,2026-02-08,Restaurantes,BigMac,$,26.42,7.25,191.545,7.25,P002,P001,False
E0209,T001,ESV Shakira 2026,McDonalds,2026-02-08,Restaurantes,McSan McPollo Mediano,$,26.42,4.99,131.8358,4.99,P002,P004,False
E0210,T001,ESV Shakira 2026,Concierto Shakira,2026-02-08,Souvenires,Camisa,$,26.42,5.0,132.10000000000002,5.0,P002,P004,False
E0211,T001,ESV Shakira 2026,Concierto Shakira,2026-02-08,Souvenires,Camisa,$,26.42,5.0,132.10000000000002,5.0,P002,P003,False
E0212,T001,ESV Shakira 2026,Concierto Shakira,2026-02-08,Amenidades,Uber Ida,$,26.42,12.72,336.0624,12.72,P002,,True
E0213,T001,ESV Shakira 2026,Concierto Shakira,2026-02-08,Amenidades,Uber Regreso,$,26.42,23.45,619.549,23.45,P002,,True
E0214,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Iced Grande Caramel Macchiato,$,26.42,5.1,134.742,5.1,P002,P001,False
E0215,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Bun Roll Sausage & Cheddar,$,26.42,4.99,131.8358,4.99,P002,P005,False
E0216,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Bun Roll Sausage & Cheddar,$,26.42,4.99,131.8358,4.99,P002,P004,False
E0217,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Bun Roll Sausage & Cheddar,$,26.42,4.99,131.8358,4.99,P002,P001,False
E0218,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Hot Grande Café Latte,$,26.42,4.2,110.964,4.2,P002,P005,False
E0219,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Venti Hot Pistachio Latte,$,26.42,5.9,155.878,5.9,P002,P004,False
E0220,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Chicken Chipotle Ciabatta,$,26.42,5.95,157.199,5.95,P002,P002,False
E0221,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Vanilla Cream Frappuccino,$,26.42,4.95,130.77900000000002,4.95,P002,P002,False
E0222,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Iced Alto Shaken Green Tea Lemonade,$,26.42,2.75,72.655,2.75,P002,P003,False
E0223,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Baguette Española,$,26.42,5.95,157.199,5.95,P002,P003,False
E0224,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Danish,$,26.42,2.85,75.29700000000001,2.85,P002,P002,False
E0225,T001,ESV Shakira 2026,Starbucks,2026-02-09,Restaurantes,Bavarian Cake,$,26.42,5.5,145.31,5.5,P002,P001,False
E0226,T001,ESV Shakira 2026,Airbnb,2026-01-06,Amenidades,Airbnb,$,26.42,222.53,5879.2426000000005,222.53,P002,,True
E0227,T001,ESV Shakira 2026,Boleto Concierto,2026-01-06,Amenidades,Entradas,$,26.42,395.5,10449.11,395.5,P002,,True
E0228,T001,ESV Shakira 2026,Combustible,2026-02-09,Combustible,Gasolina Regreso,L,26.42,946.3,946.3,35.817562452687355,P002,,True
