expense_share_id,expense_id,trip_id,traveler_id,lender_traveler_id,trip,reason,expense_date,expense_type,product,currency,exchange_rate,expense_amount_original,expense_amount_lps,expense_amount_usd,is_shared_expense,participant_count,share_original,share_lps,share_usd
E0073_P005,E0073,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jugo Sula Naranja,$,26.42,3.63,95.9046,3.63,true,5,0.726,19.18092,0.726
E0074_P001,E0074,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mostaza Hellmann’s 20,$,26.42,1.73,45.7066,1.73,true,5,0.346,9.14132,0.346
E0074_P002,E0074,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mostaza Hellmann’s 20,$,26.42,1.73,45.7066,1.73,true,5,0.346,9.14132,0.346
E0074_P003,E0074,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mostaza Hellmann’s 20,$,26.42,1.73,45.7066,1.73,true,5,0.346,9.14132,0.346
E0074_P004,E0074,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mostaza Hellmann’s 20,$,26.42,1.73,45.7066,1.73,true,5,0.346,9.14132,0.346
E0074_P005,E0074,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mostaza Hellmann’s 20,$,26.42,1.73,45.7066,1.73,true,5,0.346,9.14132,0.346
E0075_P001,E0075,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Plato Terno FDM Bio,$,26.42,1.12,29.59040000000001,1.12,true,5,0.22400000000000003,5.918080000000002,0.22400000000000003
E0075_P002,E0075,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Plato Terno FDM Bio,$,26.42,1.12,29.59040000000001,1.12,true,5,0.22400000000000003,5.918080000000002,0.22400000000000003
E0075_P003,E0075,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Plato Terno FDM Bio,$,26.42,1.12,29.59040000000001,1.12,true,5,0.22400000000000003,5.918080000000002,0.22400000000000003
E0075_P004,E0075,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Plato Terno FDM Bio,$,26.42,1.12,29.59040000000001,1.12,true,5,0.22400000000000003,5.918080000000002,0.22400000000000003
E0075_P005,E0075,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Plato Terno FDM Bio,$,26.42,1.12,29.59040000000001,1.12,true,5,0.22400000000000003,5.918080000000002,0.22400000000000003
E0076_P001,E0076,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,6 Pack Cerveza Pilsener,$,26.42,7.55,199.471,7.55,false,1,7.55,199.471,7.55
E0077_P004,E0077,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón Dove Original,$,26.42,1.99,52.5758,1.99,false,1,1.99,52.5758,1.99
E0078_P001,E0078,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Pack Frijol Borr. C,$,26.42,1.25,33.025000000000006,1.25,true,5,0.25,6.605000000000001,0.25
E0078_P002,E0078,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Pack Frijol Borr. C,$,26.42,1.25,33.025000000000006,1.25,true,5,0.25,6.605000000000001,0.25
E0078_P003,E0078,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Pack Frijol Borr. C,$,26.42,1.25,33.025000000000006,1.25,true,5,0.25,6.605000000000001,0.25
E0078_P004,E0078,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Pack Frijol Borr. C,$,26.42,1.25,33.025000000000006,1.25,true,5,0.25,6.605000000000001,0.25
E0078_P005,E0078,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Pack Frijol Borr. C,$,26.42,1.25,33.025000000000006,1.25,true,5,0.25,6.605000000000001,0.25
E0079_P001,E0079,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Vaso Biodegradable,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0079_P002,E0079,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Vaso Biodegradable,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0079_P003,E0079,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Vaso Biodegradable,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0079_P004,E0079,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Vaso Biodegradable,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0079_P005,E0079,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Vaso Biodegradable,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0080_P001,E0080,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Huevo La Catalana Med,$,26.42,3.0,79.26,3.0,true,5,0.6,15.852,0.6
E0080_P002,E0080,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Huevo La Catalana Med,$,26.42,3.0,79.26,3.0,true,5,0.6,15.852,0.6
E0080_P003,E0080,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Huevo La Catalana Med,$,26.42,3.0,79.26,3.0,true,5,0.6,15.852,0.6
E0080_P004,E0080,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Huevo La Catalana Med,$,26.42,3.0,79.26,3.0,true,5,0.6,15.852,0.6
E0080_P005,E0080,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Huevo La Catalana Med,$,26.42,3.0,79.26,3.0,true,5,0.6,15.852,0.6
E0081_P001,E0081,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Lechuga Repollada (lb),$,26.42,1.24,32.7608,1.24,true,5,0.248,6.552160000000001,0.248
E0081_P002,E0081,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Lechuga Repollada (lb),$,26.42,1.24,32.7608,1.24,true,5,0.248,6.552160000000001,0.248
E0081_P003,E0081,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Lechuga Repollada (lb),$,26.42,1.24,32.7608,1.24,true,5,0.248,6.552160000000001,0.248
E0081_P004,E0081,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Lechuga Repollada (lb),$,26.42,1.24,32.7608,1.24,true,5,0.248,6.552160000000001,0.248
E0081_P005,E0081,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Lechuga Repollada (lb),$,26.42,1.24,32.7608,1.24,true,5,0.248,6.552160000000001,0.248
E0082_P001,E0082,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Banano (1.03 kg),$,26.42,0.79,20.871800000000004,0.79,true,5,0.158,4.174360000000001,0.158
E0082_P002,E0082,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Banano (1.03 kg),$,26.42,0.79,20.871800000000004,0.79,true,5,0.158,4.174360000000001,0.158
E0082_P003,E0082,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Banano (1.03 kg),$,26.42,0.79,20.871800000000004,0.79,true,5,0.158,4.174360000000001,0.158
E0082_P004,E0082,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Banano (1.03 kg),$,26.42,0.79,20.871800000000004,0.79,true,5,0.158,4.174360000000001,0.158
E0082_P005,E0082,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Banano (1.03 kg),$,26.42,0.79,20.871800000000004,0.79,true,5,0.158,4.174360000000001,0.158
E0083_P001,E0083,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Tomate de Cocina (lb),$,26.42,0.82,21.6644,0.82,true,5,0.16399999999999998,4.33288,0.16399999999999998
E0083_P002,E0083,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Tomate de Cocina (lb),$,26.42,0.82,21.6644,0.82,true,5,0.16399999999999998,4.33288,0.16399999999999998
E0083_P003,E0083,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Tomate de Cocina (lb),$,26.42,0.82,21.6644,0.82,true,5,0.16399999999999998,4.33288,0.16399999999999998
E0083_P004,E0083,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Tomate de Cocina (lb),$,26.42,0.82,21.6644,0.82,true,5,0.16399999999999998,4.33288,0.16399999999999998
E0083_P005,E0083,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Tomate de Cocina (lb),$,26.42,0.82,21.6644,0.82,true,5,0.16399999999999998,4.33288,0.16399999999999998
E0084_P001,E0084,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Crema Dental Colgate,$,26.42,1.3,34.346000000000004,1.3,false,1,1.3,34.346000000000004,1.3
E0085_P001,E0085,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,"Manzana Mixta #150",$,26.42,2.74,72.39080000000001,2.74,true,5,0.548,14.478160000000003,0.548
E0085_P002,E0085,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,"Manzana Mixta #150",$,26.42,2.74,72.39080000000001,2.74,true,5,0.548,14.478160000000003,0.548
E0085_P003,E0085,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,"Manzana Mixta #150",$,26.42,2.74,72.39080000000001,2.74,true,5,0.548,14.478160000000003,0.548
E0085_P004,E0085,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,"Manzana Mixta #150",$,26.42,2.74,72.39080000000001,2.74,true,5,0.548,14.478160000000003,0.548
E0085_P005,E0085,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,"Manzana Mixta #150",$,26.42,2.74,72.39080000000001,2.74,true,5,0.548,14.478160000000003,0.548
E0086_P001,E0086,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola 1L,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0086_P002,E0086,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola 1L,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0086_P003,E0086,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola 1L,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0086_P004,E0086,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola 1L,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0086_P005,E0086,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola 1L,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0087_P002,E0087,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Yogurt Griego Yes Na,$,26.42,1.1,29.062000000000005,1.1,false,1,1.1,29.062000000000005,1.1
E0088_P001,E0088,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sorelli Vinagre Puro,$,26.42,0.76,20.0792,0.76,true,5,0.152,4.01584,0.152
E0088_P002,E0088,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sorelli Vinagre Puro,$,26.42,0.76,20.0792,0.76,true,5,0.152,4.01584,0.152
E0088_P003,E0088,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sorelli Vinagre Puro,$,26.42,0.76,20.0792,0.76,true,5,0.152,4.01584,0.152
E0088_P004,E0088,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sorelli Vinagre Puro,$,26.42,0.76,20.0792,0.76,true,5,0.152,4.01584,0.152
E0088_P005,E0088,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sorelli Vinagre Puro,$,26.42,0.76,20.0792,0.76,true,5,0.152,4.01584,0.152
E0089_P001,E0089,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jamón de Pavo Kreef,$,26.42,5.17,136.5914,5.17,true,5,1.034,27.318279999999998,1.034
E0089_P002,E0089,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jamón de Pavo Kreef,$,26.42,5.17,136.5914,5.17,true,5,1.034,27.318279999999998,1.034
E0089_P003,E0089,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jamón de Pavo Kreef,$,26.42,5.17,136.5914,5.17,true,5,1.034,27.318279999999998,1.034
E0089_P004,E0089,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jamón de Pavo Kreef,$,26.42,5.17,136.5914,5.17,true,5,1.034,27.318279999999998,1.034
E0089_P005,E0089,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jamón de Pavo Kreef,$,26.42,5.17,136.5914,5.17,true,5,1.034,27.318279999999998,1.034
E0090_P001,E0090,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Leche LTO Delactomy,$,26.42,2.11,55.7462,2.11,true,5,0.422,11.14924,0.422
E0090_P002,E0090,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Leche LTO Delactomy,$,26.42,2.11,55.7462,2.11,true,5,0.422,11.14924,0.422
E0090_P003,E0090,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Leche LTO Delactomy,$,26.42,2.11,55.7462,2.11,true,5,0.422,11.14924,0.422
E0090_P004,E0090,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Leche LTO Delactomy,$,26.42,2.11,55.7462,2.11,true,5,0.422,11.14924,0.422
E0090_P005,E0090,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Leche LTO Delactomy,$,26.42,2.11,55.7462,2.11,true,5,0.422,11.14924,0.422
E0091_P005,E0091,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Toalla Húmeda Saba,$,26.42,1.69,44.6498,1.69,false,1,1.69,44.6498,1.69
E0092_P001,E0092,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola SF,$,26.42,1.1,29.062000000000005,1.1,true,5,0.22000000000000003,5.812400000000001,0.22000000000000003
E0092_P002,E0092,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola SF,$,26.42,1.1,29.062000000000005,1.1,true,5,0.22000000000000003,5.812400000000001,0.22000000000000003
E0092_P003,E0092,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola SF,$,26.42,1.1,29.062000000000005,1.1,true,5,0.22000000000000003,5.812400000000001,0.22000000000000003
E0092_P004,E0092,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola SF,$,26.42,1.1,29.062000000000005,1.1,true,5,0.22000000000000003,5.812400000000001,0.22000000000000003
E0092_P005,E0092,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Gaseosa Coca Cola SF,$,26.42,1.1,29.062000000000005,1.1,true,5,0.22000000000000003,5.812400000000001,0.22000000000000003
E0093_P001,E0093,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón de Tocador DK,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0093_P002,E0093,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón de Tocador DK,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0093_P003,E0093,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón de Tocador DK,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0093_P004,E0093,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón de Tocador DK,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0093_P005,E0093,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jabón de Tocador DK,$,26.42,0.99,26.155800000000003,0.99,true,5,0.198,5.231160000000001,0.198
E0094_P003,E0094,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Yog Dos Pinos Griego,$,26.42,1.44,38.0448,1.44,false,1,1.44,38.0448,1.44
E0095_P001,E0095,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bloqueador Solar SPF,$,26.42,7.25,191.545,7.25,true,5,1.45,38.309,1.45
E0095_P002,E0095,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bloqueador Solar SPF,$,26.42,7.25,191.545,7.25,true,5,1.45,38.309,1.45
E0095_P003,E0095,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bloqueador Solar SPF,$,26.42,7.25,191.545,7.25,true,5,1.45,38.309,1.45
E0095_P004,E0095,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bloqueador Solar SPF,$,26.42,7.25,191.545,7.25,true,5,1.45,38.309,1.45
E0095_P005,E0095,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bloqueador Solar SPF,$,26.42,7.25,191.545,7.25,true,5,1.45,38.309,1.45
E0096_P001,E0096,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sandwich Slices Amer,$,26.42,1.22,32.2324,1.22,true,5,0.244,6.446479999999999,0.244
E0096_P002,E0096,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sandwich Slices Amer,$,26.42,1.22,32.2324,1.22,true,5,0.244,6.446479999999999,0.244
E0096_P003,E0096,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sandwich Slices Amer,$,26.42,1.22,32.2324,1.22,true,5,0.244,6.446479999999999,0.244
E0096_P004,E0096,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sandwich Slices Amer,$,26.42,1.22,32.2324,1.22,true,5,0.244,6.446479999999999,0.244
E0096_P005,E0096,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Sandwich Slices Amer,$,26.42,1.22,32.2324,1.22,true,5,0.244,6.446479999999999,0.244
E0097_P001,E0097,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mayonesa Hellmann’s,$,26.42,2.05,54.161,2.05,true,5,0.41,10.8322,0.41
E0097_P002,E0097,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mayonesa Hellmann’s,$,26.42,2.05,54.161,2.05,true,5,0.41,10.8322,0.41
E0097_P003,E0097,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mayonesa Hellmann’s,$,26.42,2.05,54.161,2.05,true,5,0.41,10.8322,0.41
E0097_P004,E0097,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mayonesa Hellmann’s,$,26.42,2.05,54.161,2.05,true,5,0.41,10.8322,0.41
E0097_P005,E0097,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Mayonesa Hellmann’s,$,26.42,2.05,54.161,2.05,true,5,0.41,10.8322,0.41
E0098_P002,E0098,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Bebida Hidratante Suer,$,26.42,2.25,59.44500000000001,2.25,false,1,2.25,59.44500000000001,2.25
E0099_P001,E0099,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Pan Bimbo Blanco Cero,$,26.42,2.55,67.371,2.55,true,5,0.51,13.4742,0.51
E0099_P002,E0099,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Pan Bimbo Blanco Cero,$,26.42,2.55,67.371,2.55,true,5,0.51,13.4742,0.51
E0099_P003,E0099,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Pan Bimbo Blanco Cero,$,26.42,2.55,67.371,2.55,true,5,0.51,13.4742,0.51
E0099_P004,E0099,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Pan Bimbo Blanco Cero,$,26.42,2.55,67.371,2.55,true,5,0.51,13.4742,0.51
E0099_P005,E0099,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Pan Bimbo Blanco Cero,$,26.42,2.55,67.371,2.55,true,5,0.51,13.4742,0.51
E0100_P001,E0100,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Compras Super,Descuentos,$,26.42,-1.32,-34.8744,-1.32,true,5,-0.264,-6.974880000000001,-0.264
E0100_P002,E0100,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Compras Super,Descuentos,$,26.42,-1.32,-34.8744,-1.32,true,5,-0.264,-6.974880000000001,-0.264
E0100_P003,E0100,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Compras Super,Descuentos,$,26.42,-1.32,-34.8744,-1.32,true,5,-0.264,-6.974880000000001,-0.264
E0100_P004,E0100,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Compras Super,Descuentos,$,26.42,-1.32,-34.8744,-1.32,true,5,-0.264,-6.974880000000001,-0.264
E0100_P005,E0100,T001,P005,P002,ESV Shakira 2026,Maktub,2026-02-06,Compras Super,Descuentos,$,26.42,-1.32,-34.8744,-1.32,true,5,-0.264,-6.974880000000001,-0.264
E0101_P003,E0101,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Revuelta Maíz,$,26.42,0.85,22.457,0.85,false,1,0.85,22.457,0.85
E0102_P003,E0102,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Tocino Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0103_P003,E0103,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Chorizo Argentino y Queso,$,26.42,1.75,46.235,1.75,false,1,1.75,46.235,1.75
E0104_P002,E0104,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Chorizo Argentino y Queso,$,26.42,1.75,46.235,1.75,false,1,1.75,46.235,1.75
E0105_P004,E0105,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Chorizo Argentino y Queso,$,26.42,1.75,46.235,1.75,false,1,1.75,46.235,1.75
E0106_P003,E0106,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pepsi Zero,$,26.42,1.0,26.42,1.0,false,1,1.0,26.42,1.0
E0107_P005,E0107,T001,P005,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Jalapeño y Queso Maíz,$,26.42,1.25,33.025000000000006,1.25,false,1,1.25,33.025000000000006,1.25
E0108_P002,E0108,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Revuelta Especial Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0109_P004,E0109,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Revuelta Especial Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0110_P005,E0110,T001,P005,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Revuelta Especial Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0111_P001,E0111,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Revuelta Especial Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0112_P002,E0112,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Horchata,$,26.42,2.0,52.84,2.0,false,1,2.0,52.84,2.0
E0113_P004,E0113,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Horchata,$,26.42,2.0,52.84,2.0,false,1,2.0,52.84,2.0
E0114_P005,E0114,T001,P005,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Horchata,$,26.42,2.0,52.84,2.0,false,1,2.0,52.84,2.0
E0115_P001,E0115,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa con Carne Asada Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0116_P002,E0116,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa con Carne Asada Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0117_P001,E0117,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Pollo y Queso Maíz,$,26.42,1.5,39.63,1.5,false,1,1.5,39.63,1.5
E0118_P001,E0118,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pepsi,$,26.42,1.0,26.42,1.0,false,1,1.0,26.42,1.0
E0119_P004,E0119,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Birria Maíz,$,26.42,2.5,66.05000000000001,2.5,false,1,2.5,66.05000000000001,2.5
E0120_P004,E0120,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Margarita Maíz,$,26.42,2.0,52.84,2.0,false,1,2.0,52.84,2.0
E0121_P002,E0121,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Pupusa Queso y Cilantro Maíz,$,26.42,1.25,33.025000000000006,1.25,false,1,1.25,33.025000000000006,1.25
E0122_P001,E0122,T001,P001,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Servicio,$,26.42,3.31,87.45020000000001,3.31,true,5,0.662,17.49004,0.662
E0122_P002,E0122,T001,P002,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Servicio,$,26.42,3.31,87.45020000000001,3.31,true,5,0.662,17.49004,0.662
E0122_P003,E0122,T001,P003,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Servicio,$,26.42,3.31,87.45020000000001,3.31,true,5,0.662,17.49004,0.662
E0122_P004,E0122,T001,P004,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Servicio,$,26.42,3.31,87.45020000000001,3.31,true,5,0.662,17.49004,0.662
E0122_P005,E0122,T001,P005,P002,ESV Shakira 2026,Maktub,2026-02-06,Restaurantes,Servicio,$,26.42,3.31,87.45020000000001,3.31,true,5,0.662,17.49004,0.662
